SVI,SVI_q,distance_km,distance_miles,nearest_facility
0.8101,Q3,2.504239644478641,1.5560618921293374,PETERSON URGENT CARE CENTER
0.7112,Q3,1.5446703254701926,0.959813344807739,CONCENTRA URGENT CARE MEDICAL CENTER - CHICAGO
0.494,Q2,2.018331398968218,1.2541325997082806,WESTSIDE FAMILY HEALTH CENTER
0.6833,Q3,0.6928945523323399,0.43054458087729836,HERRON MEDICAL URGENT CARE CENTER
0.4504,Q2,3.3879954870642606,2.1052021437926065,ERYTHRO MEDICAL AND URGENT CARE CENTER
0.3155,Q1(low),1.9683851900243532,1.2230974739106224,MAR MEDICAL CENTER
0.835,Q3,2.8075339125937995,1.7445201548023217,WESTSIDE FAMILY HEALTH CENTER
0.6796,Q3,3.372266814297752,2.0954288026670085,CONCENTRA MEDICAL CENTER - CHICAGO
0.6541,Q2,2.968221235902156,1.8443665975737584,MAR MEDICAL CENTER
0.8704,Q4(high),1.7512038371025551,1.0881472794642517,ADVOCATE HEALTH CENTER - IRVING AND WESTERN
0.6962,Q3,4.273486580023111,2.655420629715541,CONCENTRA MEDICAL CENTER - CHICAGO
0.816,Q3,1.076287300396158,0.668773716134461,PETERSON URGENT CARE CENTER
0.6344,Q2,2.919289785292036,1.8139620131766976,CONCENTRA MEDICAL CENTER - CHICAGO
0.243,Q1(low),3.818000816881375,2.372394985586397,ADVOCATE HEALTH CENTER - BEVERLY
0.279,Q1(low),0.7820671268300117,0.4859538326654912,ALLPORT MEDICAL CENTER
0.1803,Q1(low),2.886713360967451,1.793719967817706,MAR MEDICAL CENTER
0.3625,Q2,3.0040118503600852,1.8666058474700966,NORTHWEST MEDICAL CLINIC
0.9733,Q4(high),1.2588179224494755,0.782192951290353,PETERSON URGENT CARE CENTER
0.8209,Q3,1.9050425623256146,1.1837382019948295,PHYSICIANS IMMEDIATE CARE - CHICAGO SIX CORNERS
0.4074,Q2,1.3476230371602973,0.8373738742233311,WESTSIDE FAMILY HEALTH CENTER
0.9641,Q4(high),2.10343278175142,1.3070121310296614,ERYTHRO MEDICAL AND URGENT CARE CENTER
0.8873,Q4(high),4.257694962942578,2.645608176818593,CONCENTRA URGENT CARE MEDICAL CENTER - MORTONGROVE
0.4436,Q2,3.8276670684261065,2.378401313974998,SOUTHEASTERN MEDICAL CENTER
0.4691,Q2,1.4096810763909402,0.8759349401181149,CONCENTRA URGENT CARE MEDICAL CENTER - SOUTH CHICAGO
0.2826,Q1(low),1.2656078652586018,0.7864120248436026,CONCENTRA URGENT CARE MEDICAL CENTER - CRAWFORD
0.7318,Q3,0.3224634007030735,0.20036940575826948,AUGUSTA CLINIC
0.3398,Q1(low),3.411873289290601,2.12003911763979,RESURRECTION IMMEDIATE CARE CENTER - NORRIDGE
0.2799,Q1(low),1.4525229594279596,0.9025556438227107,CONCENTRA URGENT CARE MEDICAL CENTER - CRAWFORD
0.9834,Q4(high),3.049547713151664,1.8949005120687625,MAR MEDICAL CENTER
0.7594,Q3,3.5844086394421266,2.2272475806987937,PHYSICIANS IMMEDIATE CARE - CHICAGO SIX CORNERS
0.2055,Q1(low),1.6108507499853209,1.0009359413691288,CONCENTRA URGENT CARE MEDICAL CENTER - CHICAGO
0.2172,Q1(low),2.710596281857483,1.684285922254066,RESURRECTION IMMEDIATE CARE CENTER - NORRIDGE
0.3167,Q1(low),2.857553291319743,1.77560074618064,SOUTHEASTERN MEDICAL CENTER
0.318,Q1(low),2.5646296546478564,1.5935864931381931,AUGUSTA CLINIC
0.0888,Q1(low),1.3920379305067434,0.8649720009169056,ALLPORT MEDICAL CENTER
0.3444,Q1(low),2.3236023537953123,1.443819118180147,ALLPORT MEDICAL CENTER
0.0488,Q1(low),2.5844841995575627,1.6059235315632823,51ST AND CALUMET MEDICAL CENTER
0.2286,Q1(low),3.3547722564761613,2.0845581917788487,AUGUSTA CLINIC
0.1521,Q1(low),1.6514287217918389,1.0261499162885168,CHICAGO HEALTHWORKS
0.1041,Q1(low),2.33075473351416,1.448263399518427,MAR MEDICAL CENTER
0.0897,Q1(low),1.5328868004807623,0.9524914041015318,PETERSON URGENT CARE CENTER
0.0808,Q1(low),2.5483292848568593,1.5834579160607916,CHICAGO HEALTHWORKS
0.0762,Q1(low),1.70112150437438,1.0570275702946128,CONCENTRA URGENT CARE MEDICAL CENTER - CRAWFORD
0.063,Q1(low),3.1690402628174823,1.969149717147162,CONCENTRA URGENT CARE MEDICAL CENTER - MORTONGROVE
0.0452,Q1(low),4.267911237500316,2.651956273556809,ERYTHRO MEDICAL AND URGENT CARE CENTER
0.1081,Q1(low),5.161478480168292,3.2071930447006514,COURET MEDICAL AND URGENT CARE
0.0912,Q1(low),3.2520174272168174,2.020709320767141,ERYTHRO MEDICAL AND URGENT CARE CENTER
0.0648,Q1(low),1.8480249378672264,1.1483091036674964,51ST AND CALUMET MEDICAL CENTER
0.2845,Q1(low),1.7831033461529575,1.1079687093024093,PHYSICIANS IMMEDIATE CARE - CHICAGO SIX CORNERS
0.2175,Q1(low),4.104591572432244,2.550474169953796,CONCENTRA MEDICAL CENTER - CHICAGO
0.2876,Q1(low),1.0367978603779748,0.6442361233009226,SUBURBAN EMERGENCY PHYSICIANS GROUP SC
0.0363,Q1(low),5.105349347329564,3.1723160292995183,EMERY MEDICAL CENTER
0.0955,Q1(low),1.9091251088607697,1.1862749780179254,PETERSON URGENT CARE CENTER
0.7883,Q3,0.8104149871919789,0.5035683710064671,WESTCARE MEDICAL CENTER
0.3324,Q1(low),0.5105708285841662,0.31725390632817196,HERRON MEDICAL URGENT CARE CENTER
0.396,Q2,0.9998633542989275,0.6212860923240788,ERYTHRO MEDICAL AND URGENT CARE CENTER
0.0946,Q1(low),4.196010023990872,2.607278944617232,ERYTHRO MEDICAL AND URGENT CARE CENTER
0.0713,Q1(low),4.0409174297930885,2.510908904267961,CONCENTRA MEDICAL CENTER - CHICAGO
0.1591,Q1(low),4.193625571598946,2.6057973150500087,SOUTHEASTERN MEDICAL CENTER
0.0492,Q1(low),1.6601254337052271,1.0315538008668508,SINAI MEDICAL CENTER
0.4648,Q2,2.4263550471825006,1.5076666620228376,ADVOCATE HEALTH CENTER - IRVING AND WESTERN
0.4817,Q2,4.347458916763779,2.7013848945684265,OAK LAWN CARE STATION
0.3008,Q1(low),3.0118060655516583,1.8714489467578994,ADVOCATE HEALTH CENTER - BEVERLY
0.0406,Q1(low),2.85563324832569,1.7744076871453822,AUGUSTA CLINIC
0.0922,Q1(low),2.2649710100416796,1.4073873014806084,CONCENTRA URGENT CARE MEDICAL CENTER - MORTONGROVE
0.1072,Q1(low),2.0093516056094933,1.2485528165291766,SUBURBAN EMERGENCY PHYSICIANS GROUP SC
0.0111,Q1(low),5.629195640524243,3.497818924348189,SUBURBAN EMERGENCY PHYSICIANS GROUP SC
0.1192,Q1(low),2.4075164702327365,1.4959609166249856,SOUTHEASTERN MEDICAL CENTER
0.1293,Q1(low),5.417251339847769,3.366122882292548,SOUTHEASTERN MEDICAL CENTER
0.1051,Q1(low),0.5829366851628973,0.3622199509963547,ERGOMEDICA
0.09,Q1(low),1.4415766270138137,0.8957539103042005,CHICAGO HEALTHWORKS
0.0132,Q1(low),1.2825181506479661,0.7969195857862774,CHICAGO HEALTHWORKS
0.0384,Q1(low),1.3063418597157612,0.8117229477134422,NORTHWEST MEDICAL CLINIC
0.18,Q1(low),2.193809050829507,1.3631693237229816,SUBURBAN EMERGENCY PHYSICIANS GROUP SC
0.0568,Q1(low),0.5312513604623268,0.3301041891018365,WESTCARE MEDICAL CENTER
0.1846,Q1(low),2.0803773003452886,1.2926861234928524,51ST AND CALUMET MEDICAL CENTER
0.4826,Q2,0.48831801554560195,0.30342665363758625,PHYSICIANS IMMEDIATE CARE - CHICAGO SIX CORNERS
0.2258,Q1(low),5.032258204875555,3.126899313021729,CONCENTRA MEDICAL CENTER - CHICAGO
0.4716,Q2,0.2962128253493416,0.18405805950014575,RESURRECTION IMMEDIATE CARE CENTER - NORRIDGE
0.1164,Q1(low),1.6659674314624182,1.0351838488552343,PETERSON URGENT CARE CENTER
0.1813,Q1(low),2.512005260214902,1.5608872205449937,ADVOCATE HEALTH CENTER - BEVERLY
0.3327,Q1(low),3.4816874322118356,2.1634196014409004,ADVOCATE HEALTH CENTER - BEVERLY
0.0504,Q1(low),3.720762279107901,2.3119737781315557,ALLPORT MEDICAL CENTER
0.2098,Q1(low),1.2511821388786182,0.7774482968171459,WESTSIDE FAMILY HEALTH CENTER
0.0768,Q1(low),2.945751677482439,1.8304046655889405,PHYSICIANS IMMEDIATE CARE - CHICAGO SIX CORNERS
0.1054,Q1(low),1.7778938972544263,1.1047317088308801,AUGUSTA CLINIC
0.1754,Q1(low),2.688497961740117,1.6705546669844182,MAR MEDICAL CENTER
0.0307,Q1(low),1.6414204313600331,1.0199310548546152,MIDWAY CLINIC
0.1705,Q1(low),3.9986716018404787,2.4846585719072203,RESURRECTION IMMEDIATE CARE CENTER - NORRIDGE
0.2009,Q1(low),4.146716176445759,2.5766491772742777,51ST AND CALUMET MEDICAL CENTER
0.0796,Q1(low),1.8279870305230321,1.1358581291431271,CHICAGO HEALTHWORKS
0.1687,Q1(low),3.9774051454118244,2.4714442126096907,CONCENTRA MEDICAL CENTER - CHICAGO
0.2215,Q1(low),2.0695250142810226,1.2859428276488134,ADVOCATE HEALTH CENTER - BEVERLY
0.2301,Q1(low),2.9447463016191815,1.8297799541834125,PHYSICIANS IMMEDIATE CARE - CHICAGO SIX CORNERS
0.1174,Q1(low),1.045717940774605,0.649778802577057,CONCENTRA URGENT CARE MEDICAL CENTER - CHICAGO
0.0249,Q1(low),5.397760230484746,3.354011672176537,ERYTHRO MEDICAL AND URGENT CARE CENTER
0.2771,Q1(low),2.04607744943117,1.2713731908304955,MIDWAY CLINIC
0.0743,Q1(low),2.171508573495199,1.3493124538212853,51ST AND CALUMET MEDICAL CENTER
0.1318,Q1(low),1.5746595630255025,0.9784477873367196,CONCENTRA URGENT CARE MEDICAL CENTER - CRAWFORD
0.1045,Q1(low),3.3348267801769165,2.072164651225311,CONCENTRA MEDICAL CENTER - CHICAGO
0.1963,Q1(low),0.9089624572489199,0.5648029110232186,UNION HEALTH SERVICES INCORPORATED
0.1343,Q1(low),1.9938206672038417,1.2389023418011182,PHYSICIANS IMMEDIATE CARE - CHICAGO SIX CORNERS
0.7336,Q3,1.5897997832935584,0.9878554811449017,MICHIGAN AVENUE IMMEDIATE CARE
0.6101,Q2,3.3833902672506073,2.102340593751777,NORTHWEST MEDICAL CLINIC
0.2249,Q1(low),2.850383747574795,1.7711457996142979,CONCENTRA MEDICAL CENTER - CHICAGO
0.2086,Q1(low),1.7054034999019028,1.0596882781375452,RESURRECTION IMMEDIATE CARE CENTER - NORRIDGE
0.0829,Q1(low),1.733645857810244,1.0772372603134093,ADVOCATE HEALTH CENTER - BEVERLY
0.2393,Q1(low),1.8379139025375713,1.1420263995336732,PETERSON URGENT CARE CENTER
0.4424,Q2,2.9952148497103495,1.8611396463793697,ADVOCATE HEALTH CENTER - BEVERLY
0.2691,Q1(low),3.279631238177886,2.037867742097831,MAR MEDICAL CENTER
0.1456,Q1(low),3.3309962993444993,2.0697845015199907,SOUTHEASTERN MEDICAL CENTER
0.0968,Q1(low),2.1363830009039346,1.3274864416546788,SUBURBAN EMERGENCY PHYSICIANS GROUP SC
0.0507,Q1(low),3.170960904727145,1.970343148331211,MAR MEDICAL CENTER
0.1146,Q1(low),2.1417699263263312,1.3308337208913188,AUGUSTA CLINIC
0.0682,Q1(low),2.221522767866594,1.3803898237920333,ERYTHRO MEDICAL AND URGENT CARE CENTER
0.329,Q1(low),4.292054095693879,2.666957945495401,ERYTHRO MEDICAL AND URGENT CARE CENTER
0.0765,Q1(low),1.360528669861285,0.8453930601203766,ERYTHRO MEDICAL AND URGENT CARE CENTER
0.1711,Q1(low),0.1785286304635702,0.11093251363977909,CONCENTRA MEDICAL CENTER - CHICAGO
0.0458,Q1(low),1.6997938143315008,1.056202582204979,NORTHWEST MEDICAL CLINIC
0.1849,Q1(low),1.0977149406925002,0.6820882304130396,SUBURBAN EMERGENCY PHYSICIANS GROUP SC
0.6301,Q2,1.7647134371647994,1.0965417531645285,51ST AND CALUMET MEDICAL CENTER
0.6593,Q2,2.0083489953100533,1.247929823564803,NORTHWEST MEDICAL CLINIC
0.1782,Q1(low),3.980286109115918,2.473234359907467,CONCENTRA MEDICAL CENTER - CHICAGO
0.3124,Q1(low),2.733846325668422,1.698732825226913,CHICAGO HEALTHWORKS
0.526,Q2,0.6827725384438981,0.4242550549854234,PETERSON URGENT CARE CENTER
0.4049,Q2,4.846460122980266,3.011449773076371,CONCENTRA MEDICAL CENTER - CHICAGO
0.3684,Q2,1.3518248263346686,0.8399847441643994,ERYTHRO MEDICAL AND URGENT CARE CENTER
0.6224,Q2,2.236644181188282,1.3897858315091438,WESTSIDE FAMILY HEALTH CENTER
0.4058,Q2,3.62654747307456,2.2534314298918123,ERYTHRO MEDICAL AND URGENT CARE CENTER
0.5536,Q2,1.7312673698790049,1.0757593368890872,SUBURBAN EMERGENCY PHYSICIANS GROUP SC
0.392,Q2,2.6764387958996148,1.6630614510469395,CONCENTRA MEDICAL CENTER - CHICAGO
0.5991,Q2,3.1791118931983893,1.9754079361885764,ERYTHRO MEDICAL AND URGENT CARE CENTER
0.0974,Q1(low),2.7918269363108292,1.7347602952423964,CONCENTRA URGENT CARE MEDICAL CENTER - SOUTH CHICAGO
0.1828,Q1(low),1.5537199458602389,0.9654365164791225,NORTHWEST MEDICAL CLINIC
0.3343,Q1(low),3.293142497053795,2.046263246536814,CONCENTRA MEDICAL CENTER - CHICAGO
0.3432,Q1(low),1.8213679096110669,1.1317451993629382,ADVOCATE HEALTH CENTER - BEVERLY
0.8114,Q3,1.6905942272885084,1.0504862256044878,CONCENTRA URGENT CARE MEDICAL CENTER - CHICAGO
0.4614,Q2,5.752658051312014,3.574534886001797,SOUTHEASTERN MEDICAL CENTER
0.7109,Q3,1.6198454688037498,1.0065249987960547,PETERSON URGENT CARE CENTER
0.6863,Q3,1.9451392890157095,1.2086531451549805,UNION HEALTH SERVICES INCORPORATED
0.9247,Q4(high),1.3476620134915895,0.8373980929852824,51ST AND CALUMET MEDICAL CENTER
0.8436,Q3,4.113193273153962,2.5558190173329507,CONCENTRA MEDICAL CENTER - CHICAGO
0.8952,Q4(high),2.598299023797431,1.6145076627160335,PHYSICIANS IMMEDIATE CARE - CHICAGO SIX CORNERS
0.5739,Q2,1.675513499790618,1.0411154988783962,WESTCARE MEDICAL CENTER
0.5856,Q2,2.195191271275429,1.3640281954236846,SINAI MEDICAL CENTER
0.8611,Q4(high),2.2354939033721544,1.389071082232259,NORTHWEST MEDICAL CLINIC
0.9091,Q4(high),4.272659280608444,2.6549065698509495,CONCENTRA URGENT CARE MEDICAL CENTER - MORTONGROVE
0.7551,Q3,1.1500225258029861,0.7145906468807273,UNION HEALTH SERVICES INCORPORATED
0.8485,Q4(high),5.08048120138404,3.1568636845852023,CONCENTRA MEDICAL CENTER - CHICAGO
0.4568,Q2,4.083384326083407,2.537296602082773,SOUTHEASTERN MEDICAL CENTER
0.8243,Q3,2.2540764359243486,1.4006177290667485,CONCENTRA URGENT CARE MEDICAL CENTER - CHICAGO
0.2783,Q1(low),4.204334191354002,2.6124513408158276,ERYTHRO MEDICAL AND URGENT CARE CENTER
0.7115,Q3,3.3730474398993446,2.0959138607776957,CONCENTRA MEDICAL CENTER - CHICAGO
0.5843,Q2,2.2143616677384634,1.3759401238443167,PHYSICIANS IMMEDIATE CARE - CHICAGO SIX CORNERS
0.4627,Q2,1.8329106764370773,1.138917539928383,CHICAGO HEALTHWORKS
0.6774,Q3,1.063079850222539,0.6605669896126293,WESTCARE MEDICAL CENTER
0.4928,Q2,2.334821921861902,1.450790632409252,CONCENTRA URGENT CARE MEDICAL CENTER - SOUTH CHICAGO
0.6055,Q2,2.591738622626871,1.6104312196802815,ADVOCATE HEALTH CENTER - BEVERLY
0.6215,Q2,2.3088631956466514,1.4346606327421554,PHYSICIANS IMMEDIATE CARE - CHICAGO SIX CORNERS
0.6943,Q3,1.9190625339440974,1.1924498057793778,SUBURBAN EMERGENCY PHYSICIANS GROUP SC
0.8206,Q3,3.6387683457316644,2.26102512575563,RESURRECTION IMMEDIATE CARE CENTER - NORRIDGE
0.7134,Q3,0.6102749250430441,0.3792071404489214,WESTCARE MEDICAL CENTER
0.5797,Q2,3.1575640070047895,1.9620187045965731,SUBURBAN EMERGENCY PHYSICIANS GROUP SC
0.741,Q3,1.908334030770062,1.1857834250336243,PHYSICIANS IMMEDIATE CARE - CHICAGO SIX CORNERS
0.1868,Q1(low),4.4672838648602795,2.775840642392097,ADVOCATE HEALTH CENTER - BEVERLY
0.6992,Q3,1.4166374174734886,0.8802574087329191,CONCENTRA MEDICAL CENTER - CHICAGO
0.8528,Q4(high),4.327959121376047,2.689268287208556,SOUTHEASTERN MEDICAL CENTER
0.6464,Q2,3.2473464898272777,2.0178069357304653,ADVOCATE HEALTH CENTER - BEVERLY
0.7444,Q3,4.396731994094286,2.7320017559023606,MAR MEDICAL CENTER
0.3659,Q2,3.24190548173849,2.014426051093327,CONCENTRA MEDICAL CENTER - CHICAGO
0.4685,Q2,1.7423695206690295,1.0826578914276355,PETERSON URGENT CARE CENTER
0.6571,Q2,0.3688695973041789,0.22920487054649494,UNION HEALTH SERVICES INCORPORATED
0.7972,Q3,3.4647389227443512,2.15288828916458,CONCENTRA MEDICAL CENTER - CHICAGO
0.2261,Q1(low),1.1474170786035198,0.7129716975489477,ERYTHRO MEDICAL AND URGENT CARE CENTER
0.5186,Q2,2.241667259666013,1.3929070268059303,CONCENTRA URGENT CARE MEDICAL CENTER - CHICAGO
0.2719,Q1(low),3.430076414455692,2.131350011726748,SUBURBAN EMERGENCY PHYSICIANS GROUP SC
0.6292,Q2,1.1881322976887971,0.7382709539471856,NORTHWEST MEDICAL CLINIC
0.9306,Q4(high),1.1577364381980852,0.7193838483395825,ACCESS MEDICAL CENTER - AUSTIN
0.7367,Q3,3.28520211626249,2.0413293241841397,CONCENTRA MEDICAL CENTER - CHICAGO
0.5217,Q2,1.791347629704636,1.1130914680171995,AUGUSTA CLINIC
0.5272,Q2,3.4508970221661857,2.144287333560425,MAR MEDICAL CENTER
0.381,Q2,4.588314423634423,2.851045521728145,RESURRECTION IMMEDIATE CARE CENTER - NORRIDGE
0.2415,Q1(low),0.7837854911610257,0.4870215744282177,AUGUSTA CLINIC
0.6442,Q2,2.9735853055648107,1.847699674904112,OAK LAWN CARE STATION
0.3591,Q1(low),6.2255283347952926,3.868362766920086,SUBURBAN EMERGENCY PHYSICIANS GROUP SC
0.6402,Q2,3.6978314008257365,2.2977251953624886,CONCENTRA URGENT CARE MEDICAL CENTER - ELK GROVE VILLAGE
0.7257,Q3,1.5496753053600736,0.9629232941668943,SUBURBAN EMERGENCY PHYSICIANS GROUP SC
0.4169,Q2,4.535592607161845,2.818285713904763,ERYTHRO MEDICAL AND URGENT CARE CENTER
0.4919,Q2,2.1884173715285744,1.359819090564082,MAR MEDICAL CENTER
0.7355,Q3,3.705713200944273,2.3026227173839438,MICHIGAN AVENUE IMMEDIATE CARE
0.7555,Q3,1.3413728161934182,0.8334901681709205,MAR MEDICAL CENTER
0.8743,Q4(high),1.2397984156660173,0.7703747813408088,PETERSON URGENT CARE CENTER
0.643,Q2,5.001799289552164,3.1079730263483176,CONCENTRA URGENT CARE MEDICAL CENTER - ELK GROVE VILLAGE
0.7146,Q3,2.9909366461313787,1.858481294743301,PHYSICIANS IMMEDIATE CARE - CHICAGO SIX CORNERS
0.7223,Q3,2.8810408993408876,1.7901952646643466,ACCESS MEDICAL CENTER - AUSTIN
0.6513,Q2,1.6219822108552975,1.007852708341367,CONCENTRA URGENT CARE MEDICAL CENTER - CHICAGO
0.8402,Q3,2.9567361382043185,1.8372300909321555,PHYSICIANS IMMEDIATE CARE - CHICAGO SIX CORNERS
0.8055,Q3,1.2836313118458649,0.7976112718729769,51ST AND CALUMET MEDICAL CENTER
0.8931,Q4(high),2.426732074264784,1.5079009357179831,MAR MEDICAL CENTER
0.9266,Q4(high),5.127985591856499,3.1863815351974645,CONCENTRA MEDICAL CENTER - CHICAGO
0.8783,Q4(high),1.8881665852987415,1.1732519592736643,PETERSON URGENT CARE CENTER
0.7171,Q3,1.8110681971065106,1.1253452567042697,WESTSIDE FAMILY HEALTH CENTER
0.8015,Q3,3.5609307413170783,2.2126590956629344,RESURRECTION HEALTH CARE - IMMEDIATE CARE
0.8571,Q4(high),3.548549321353545,2.2049656403587736,SOUTHEASTERN MEDICAL CENTER
0.9023,Q4(high),0.9923596289285919,0.6166234949869881,51ST AND CALUMET MEDICAL CENTER
0.9054,Q4(high),1.8962530003448599,1.1782766230772859,RESURRECTION IMMEDIATE CARE CENTER - NORRIDGE
0.7896,Q3,2.0497291998091423,1.2736422826146065,WESTSIDE FAMILY HEALTH CENTER
0.8396,Q3,3.9066553269830253,2.4274823271827692,CONCENTRA MEDICAL CENTER - CHICAGO
0.6977,Q3,2.6174424954274356,1.626402860826241,NORTHWEST MEDICAL CLINIC
0.8556,Q4(high),0.9868513199153051,0.6132007915070931,NORTHWEST MEDICAL CLINIC
0.733,Q3,1.4650783519060075,0.9103572006021878,PHYSICIANS IMMEDIATE CARE - CHICAGO SIX CORNERS
0.3115,Q1(low),1.9806713667355937,1.2307317478198627,CHICAGO HEALTHWORKS
0.9696,Q4(high),3.7020113757070447,2.3003225105344622,RESURRECTION IMMEDIATE CARE CENTER - NORRIDGE
0.7309,Q3,2.503458593543278,1.5555765697285802,NORTHWEST MEDICAL CLINIC
0.5579,Q2,2.810334197847201,1.7462601708505132,SUBURBAN EMERGENCY PHYSICIANS GROUP SC
0.6117,Q2,0.5559036788735737,0.3454224248453514,AUGUSTA CLINIC
0.5773,Q2,1.359547745031899,0.844783541878216,CONCENTRA URGENT CARE MEDICAL CENTER - SOUTH CHICAGO
0.3825,Q2,0.25976932014745047,0.16141312222934145,MICHIGAN AVENUE IMMEDIATE CARE
0.4369,Q2,2.331530530094369,1.4487454570152682,CONCENTRA MEDICAL CENTER - CHICAGO
0.3204,Q1(low),5.065734155647504,3.147700298028845,CONCENTRA URGENT CARE MEDICAL CENTER - ELK GROVE VILLAGE
0.2089,Q1(low),2.7954686477206714,1.7370231491028414,MAR MEDICAL CENTER
0.2894,Q1(low),0.3477543973268873,0.21608449762140527,CONCENTRA MEDICAL CENTER - CHICAGO
0.2593,Q1(low),1.5033558574375876,0.9341417324918513,PHYSICIANS IMMEDIATE CARE - CHICAGO SIX CORNERS
0.122,Q1(low),2.841922289106991,1.7658880947047002,WESTSIDE FAMILY HEALTH CENTER
0.6611,Q2,2.9644652850494104,1.8420327586364371,NORTHWEST MEDICAL CLINIC
0.6811,Q3,5.071552027452662,3.151315354850288,CONCENTRA MEDICAL CENTER - CHICAGO
0.6123,Q2,1.9417608469997123,1.2065538792610582,MAR MEDICAL CENTER
0.8233,Q3,1.627330211847274,1.0111758010657526,MAR MEDICAL CENTER
0.6805,Q3,5.5343480277059065,3.438883368323647,CONCENTRA MEDICAL CENTER - CHICAGO
0.4857,Q2,3.068921184148303,1.906938625115415,51ST AND CALUMET MEDICAL CENTER
0.726,Q3,1.5932055487268872,0.9899717250179747,ACCESS MEDICAL CENTER - AUSTIN
0.3868,Q2,0.8204140953526294,0.5097815268433588,MIDWAY CLINIC
0.6283,Q2,0.7099019218733686,0.44111246709637697,CONCENTRA MEDICAL CENTER - CHICAGO
0.4762,Q2,4.695197646141497,2.917459656580588,ERYTHRO MEDICAL AND URGENT CARE CENTER
0.5997,Q2,1.627063276976648,1.0110099354782567,CHICAGO HEALTHWORKS
0.1183,Q1(low),1.6893885854692403,1.0497370747416073,RESURRECTION IMMEDIATE CARE CENTER - NORRIDGE
0.1008,Q1(low),1.5900557999268992,0.9880145624563773,PHYSICIANS IMMEDIATE CARE - CHICAGO SIX CORNERS
0.1462,Q1(low),1.4670990292171078,0.9116127908836635,AUGUSTA CLINIC
0.5118,Q2,0.42609868546240187,0.2647653662844581,PETERSON URGENT CARE CENTER
0.8817,Q4(high),1.4281267593480038,0.8873965525828285,PHYSICIANS IMMEDIATE CARE - CHICAGO SIX CORNERS
0.7392,Q3,1.0723404327227433,0.6663212470213637,ACCESS MEDICAL CENTER - AUSTIN
0.553,Q2,3.696253581550026,2.296744784221321,SUBURBAN EMERGENCY PHYSICIANS GROUP SC
0.6399,Q2,1.1056678548102077,0.6870299406112735,MIDWAY CLINIC
0.6353,Q2,5.563320051360453,3.456885743633896,SUBURBAN EMERGENCY PHYSICIANS GROUP SC
0.694,Q3,0.42915713442986264,0.2666657977778182,PHYSICIANS IMMEDIATE CARE - CHICAGO LOOP
0.7472,Q3,3.861632194301381,2.3995062582052435,SINAI MEDICAL CENTER
0.9582,Q4(high),0.4237186347393003,0.2632864717865938,ALLPORT MEDICAL CENTER
